Formas de Pago,Matrícula al día,Becario,Situación laboral,Facultad,Orden de solicitud,Modo de solicitud,Procedencia,Vivienda,Necesidades educativas especiales,Trasladado(a),Género,Crianza Adventista,Estado civil,Titulación de la madre,Titulación del padre,Ocupación de la madre,Ocupación del padre,Promedio ponderado del semestre,Asistencia (%),Desarrollo de Tareas (%),tasa_aprobacion,tasa_evaluacion,carga_aprobada,backlog_eval,backlog_aprob,Deuda,deuda_neta,conflicto_trabajo_estudio,trabajo_ordinal,Edad,¿La distancia y la separación de mi familia para estudiar en la universidad me hacen considerar abandonar mis estudios.?,¿La incompatibilidad entre mis horarios de trabajo y las clases me llevaría a abandonar la carrera.?,¿La calidad de la enseñanza y las metodologías docentes me desmotivan al punto de pensar en abandonar?,"¿La falta de recursos económicos, becas o facilidades de pago me haría interrumpir mis estudios?","¿Me siento poco integrado/a con mis compañeros y actividades universitarias, lo que me hace pensar en abandonar?","¿El estrés, la ansiedad u otros problemas de bienestar asociados a la vida universitaria me hacen considerar abandonar?",¿La falta de seguridad dentro o cerca del campus influye en mi intención de abandonar?,¿La retroalimentación tardía o poco clara de los docentes afecta mi continuidad y me hace pensar en abandonar?,¿La carrera/facultad donde estoy matriculado no cumple mis expectativas y me hace pensar en retirarme?,¿La dificultad de los cursos supera mis capacidades actuales y me lleva a considerar dejar la universidad?,¿Cuento con poco apoyo familiar para continuar mis estudios y eso me hace considerar el abandono?,"¿Me cuesta adaptarme a la cultura y normas institucionales, lo que afecta mi permanencia?","¿No veo una trayectoria profesional clara a partir de mi carrera actual, por lo que consideraría retirarme?",Condición Final,target_deserto
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,Sí,Soltero,Técnica,Técnica,Empleados administrativos / de oficina,Agricultores / ganaderos / pescadores,11.65,75.9,89.3,0.5,1.0,0.5,0,2,89.17,-801.1700000000001,0,0,20,3,5,3,5,1,1,3,4,5,5,2,1,2,Graduado,0
Armadas,No,No,Tiempo completo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,Sí,Soltero,Sin estudios,Secundaria,Ama de casa / labores del hogar,Profesionales y técnicos,7.79,85.9,84.3,0.375,1.0,0.375,0,5,1696.44,1538.04,8,2,17,5,4,5,5,5,1,2,1,1,4,1,1,5,Graduado,0
Contado,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,No,Soltero,Educación Superior,Secundaria,Servicios personales y domésticos,Comerciantes / vendedores,10.25,99.2,83.3,0.4,1.0,0.4,0,3,504.7,384.35,8,2,21,5,4,1,5,2,5,5,5,1,5,1,4,1,Graduado,0
Contado,Sí,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,No,Soltero,Secundaria,Educación Superior,Desempleado / sin ocupación,Otros / no especificado,12.84,85.7,73.0,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,35.21,-847.86,1,1,29,3,1,3,5,5,3,3,3,1,1,2,1,5,Desertó,1
Contado,Sí,No,Tiempo completo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,Sí,Soltero,Educación Superior,Educación Superior,Empleados administrativos / de oficina,Obreros / trabajadores manuales,8.79,78.0,75.1,0.4,1.0,0.4,0,3,45.36,-79.86,6,2,24,3,3,5,5,3,5,1,2,4,5,2,3,1,Graduado,0
Armadas,No,No,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso por convenio o beca especial,Extranjero,Residencia,No,No,H,Sí,Soltero,Primaria,Secundaria,Ama de casa / labores del hogar,Comerciantes / vendedores,14.35,89.4,82.4,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,659.82,56.260000000000105,0,0,22,2,3,1,5,3,1,2,3,4,1,2,4,1,Graduado,0
Contado,No,No,No Trabaja,Teología,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,Sí,H,Sí,Soltero,Técnica,Primaria,Agricultores / ganaderos / pescadores,Servicios personales y domésticos,10.69,92.0,84.0,0.5714285714285714,1.0,0.5714285714285714,0,3,46.88,-139.09,0,0,21,1,3,1,4,5,2,3,4,1,5,4,5,1,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Ingreso directo,Lima,Alquila cuarto,No,No,H,No,Soltero,Secundaria,Educación Superior,Comerciantes / vendedores,Comerciantes / vendedores,9.34,82.7,73.5,0.5,0.8,0.4,1,2,276.95,151.29999999999998,1,1,22,1,1,5,2,3,1,5,1,1,5,1,1,3,Desertó,1
Otros,Sí,No,Tiempo completo,Ciencias Humanas y Educación,Primera Opción,Ingreso por convenio o beca especial,Provincia,Familiares,No,No,M,No,Soltero,Secundaria,Técnica,Comerciantes / vendedores,Servicios personales y domésticos,12.17,85.2,81.3,0.5,0.8,0.4,1,2,190.1,-221.79999999999998,4,2,24,4,2,4,4,1,3,3,5,2,4,2,1,3,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Segunda Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,No,Soltero,Secundaria,Secundaria,Comerciantes / vendedores,Comerciantes / vendedores,15.68,76.3,67.5,0.8,0.8333333333333334,0.6666666666666666,1,1,23.24,-357.94,5,1,20,4,5,1,4,5,2,2,5,1,1,2,1,5,Desertó,1
Contado,Sí,No,No Trabaja,Ciencias Humanas y Educación,Segunda Opción,Examen de admisión ordinario,Lima,Residencia,No,No,H,No,Soltero,Educación Superior,Técnica,Servicios personales y domésticos,Militares / policías / fuerzas del orden,10.84,94.5,72.2,0.6,1.0,0.6,0,2,3224.06,2602.15,0,0,22,2,3,5,4,5,1,5,4,3,5,1,3,2,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,Sí,H,Sí,Soltero,Primaria,Educación Superior,Agricultores / ganaderos / pescadores,Obreros / trabajadores manuales,15.99,67.8,63.2,0.8,1.0,0.8,0,1,712.52,474.09,5,1,19,2,5,2,1,3,5,3,1,5,2,2,3,1,Desertó,1
Contado,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,No,Soltero,Educación Superior,Técnica,Ama de casa / labores del hogar,Obreros / trabajadores manuales,15.32,83.2,85.0,0.75,1.0,0.75,0,1,366.08,-81.58000000000004,10,2,21,4,5,2,1,3,3,1,1,2,1,1,1,4,Graduado,0
Contado,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,Sí,Soltero,Técnica,Secundaria,Obreros / trabajadores manuales,Obreros / trabajadores manuales,13.67,76.0,68.6,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,152.38,-101.30000000000001,4,1,21,2,4,3,2,2,1,1,1,2,5,2,3,1,Desertó,1
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Extranjero,Familiares,No,No,H,Sí,Soltero,Secundaria,Educación Superior,Ama de casa / labores del hogar,Desempleado / sin ocupación,10.49,80.0,90.7,0.5714285714285714,1.0,0.5714285714285714,0,3,41.64,-355.26,0,0,20,5,2,1,4,1,3,1,1,3,5,1,1,4,Graduado,0
Armadas,Sí,Sí,Medio Tiempo,Ciencias de la Salud,Primera Opción,Ingreso por reingreso,Extranjero,Alquila cuarto,No,No,M,No,Soltero,Secundaria,Educación Superior,Ama de casa / labores del hogar,Profesionales y técnicos,17.38,78.8,61.1,0.875,1.0,0.875,0,1,225.63,-830.41,3,1,19,5,3,1,4,1,1,5,1,4,2,1,3,2,Graduado,0
Contado,Sí,No,Medio Tiempo,Teología,Primera Opción,Ingreso directo,Lima,Familiares,No,No,M,Sí,Soltero,Técnica,Secundaria,Empleados administrativos / de oficina,Profesionales y técnicos,7.95,91.5,100.0,0.3333333333333333,0.8571428571428571,0.2857142857142857,1,4,163.92,-235.9,2,1,27,1,2,1,2,1,5,2,1,1,5,5,4,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,M,No,Soltero,Educación Superior,Técnica,Desempleado / sin ocupación,Empleados administrativos / de oficina,10.76,77.4,42.9,0.6666666666666666,0.75,0.5,1,1,1247.54,1147.47,0,0,22,2,4,5,4,4,5,5,5,4,2,1,1,5,Desertó,1
Armadas,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Ingreso por reingreso,Provincia,Familiares,Sí,No,M,Sí,Soltero,Educación Superior,Técnica,Agricultores / ganaderos / pescadores,Obreros / trabajadores manuales,12.48,80.5,100.0,0.5,1.0,0.5,0,2,483.01,94.94999999999999,0,0,16,2,1,4,1,4,5,2,5,4,4,4,5,1,Graduado,0
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Secundaria,Secundaria,Comerciantes / vendedores,Comerciantes / vendedores,8.78,81.5,63.7,0.42857142857142855,0.875,0.375,1,4,32.05,-161.41000000000003,0,0,23,4,4,2,1,1,5,4,5,1,5,1,3,5,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Primera Opción,Ingreso directo,Lima,Familiares,No,No,H,No,Soltero,Secundaria,Educación Superior,Ama de casa / labores del hogar,Comerciantes / vendedores,11.71,83.4,81.9,0.6,1.0,0.6,0,2,284.42,-165.87,5,1,20,1,5,1,5,1,4,3,3,3,4,1,1,4,Desertó,1
Armadas,No,No,Medio Tiempo,Ingeniería y Arquitectura,Segunda Opción,Ingreso por reingreso,Lima,Familiares,No,No,H,Sí,Soltero,Técnica,Secundaria,Obreros / trabajadores manuales,Empleados administrativos / de oficina,10.2,86.9,77.1,0.5714285714285714,1.0,0.5714285714285714,0,3,502.99,286.45000000000005,1,1,22,5,1,5,5,3,5,1,1,2,5,5,5,1,Graduado,0
Armadas,Sí,No,Medio Tiempo,Teología,Tercera Opción,Examen de admisión ordinario,Extranjero,Familiares,No,No,H,No,Casado,Técnica,Secundaria,Profesionales y técnicos,Obreros / trabajadores manuales,13.11,66.6,82.4,0.6666666666666666,1.0,0.6666666666666666,0,2,701.38,-207.07000000000005,3,1,26,1,3,3,3,3,1,1,1,4,2,1,4,2,Graduado,0
Armadas,Sí,No,Tiempo completo,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Educación Superior,Técnica,Comerciantes / vendedores,Empleados administrativos / de oficina,11.99,75.5,72.3,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,76.18,-985.0699999999999,10,2,20,1,5,3,3,1,2,1,3,2,4,5,4,3,Graduado,0
Armadas,Sí,Sí,Tiempo completo,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Secundaria,Secundaria,Ama de casa / labores del hogar,Comerciantes / vendedores,12.6,82.9,96.8,0.6,0.8333333333333334,0.5,1,2,699.02,196.13,8,2,23,3,4,5,5,2,2,1,2,1,5,4,5,2,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso por convenio o beca especial,Lima,Familiares,No,Sí,M,No,Soltero,Secundaria,Secundaria,Obreros / trabajadores manuales,Obreros / trabajadores manuales,10.96,94.0,76.9,0.5714285714285714,0.875,0.5,1,3,1205.8,1155.68,0,0,24,1,5,4,5,5,5,2,3,1,4,2,2,1,Graduado,0
Otros,Sí,Sí,No Trabaja,Ciencias de la Salud,Primera Opción,Ingreso por reingreso,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Secundaria,Secundaria,Ama de casa / labores del hogar,Desempleado / sin ocupación,15.88,86.4,93.7,0.75,1.0,0.75,0,1,671.8,140.68999999999994,0,0,18,4,3,1,5,2,1,1,5,3,5,3,3,5,Graduado,0
Contado,Sí,No,Medio Tiempo,Ciencias Empresariales,Segunda Opción,Ingreso directo,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Técnica,Primaria,Profesionales y técnicos,Obreros / trabajadores manuales,10.06,90.6,76.9,0.5,1.0,0.5,0,3,1072.92,784.5,5,1,25,2,5,4,5,5,5,3,2,3,5,4,2,2,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Tercera Opción,Ingreso directo,Lima,Familiares,Sí,No,M,Sí,Soltero,Secundaria,Secundaria,Ama de casa / labores del hogar,Servicios personales y domésticos,10.68,89.9,97.5,0.5,1.0,0.5,0,3,184.15,-169.77,0,0,21,2,1,5,5,3,1,4,1,1,5,5,2,3,Graduado,0
Armadas,Sí,No,Tiempo completo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Extranjero,Alquila cuarto,No,No,M,No,Soltero,Sin estudios,Educación Superior,Militares / policías / fuerzas del orden,Comerciantes / vendedores,7.0,88.7,63.5,0.3333333333333333,0.75,0.25,1,2,1729.71,1159.06,4,2,26,2,2,1,1,1,5,1,5,3,5,3,2,5,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Extranjero,Familiares,No,No,M,Sí,Soltero,Secundaria,Secundaria,Profesionales y técnicos,Profesionales y técnicos,11.08,86.3,72.3,0.6666666666666666,0.75,0.5,1,1,2543.29,1758.52,0,0,21,5,2,1,3,4,5,2,1,3,3,2,2,1,Desertó,1
Otros,Sí,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Ingreso directo,Lima,Familiares,No,No,M,No,Soltero,Secundaria,Educación Superior,Desempleado / sin ocupación,Comerciantes / vendedores,15.89,100.0,67.6,0.75,0.8,0.6,1,1,292.0,-634.42,3,1,24,1,3,3,5,4,1,3,3,4,4,1,3,2,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Primera Opción,Ingreso por traslado interno,Lima,Residencia,No,No,H,Sí,Soltero,Educación Superior,Secundaria,Ama de casa / labores del hogar,Profesionales y técnicos,13.01,92.5,84.0,0.75,1.0,0.75,0,1,245.63,-44.22000000000003,5,1,21,4,5,2,5,4,3,2,4,4,1,3,1,5,Graduado,0
Armadas,No,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,Sí,M,No,Soltero,Secundaria,Técnica,Militares / policías / fuerzas del orden,Obreros / trabajadores manuales,11.94,92.8,77.9,0.5714285714285714,0.875,0.5,1,3,2136.17,1544.98,0,0,29,5,3,4,5,3,1,1,3,1,4,2,1,5,Graduado,0
Otros,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Primera Opción,Ingreso por convenio o beca especial,Lima,Familiares,No,No,M,Sí,Soltero,Primaria,Primaria,Militares / policías / fuerzas del orden,Empleados administrativos / de oficina,9.97,99.1,63.5,0.42857142857142855,1.0,0.42857142857142855,0,4,625.57,542.6500000000001,10,2,23,3,5,5,2,3,3,1,3,1,5,3,1,3,Desertó,1
Contado,No,No,No Trabaja,Ciencias Humanas y Educación,Segunda Opción,Ingreso por traslado externo,Provincia,Familiares,No,No,H,Sí,Soltero,Sin estudios,Educación Superior,Militares / policías / fuerzas del orden,Comerciantes / vendedores,12.96,87.0,68.3,0.625,1.0,0.625,0,3,2950.93,2852.54,0,0,24,5,2,2,5,5,1,1,2,2,1,2,2,4,Desertó,1
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Secundaria,Técnica,Obreros / trabajadores manuales,Comerciantes / vendedores,13.95,90.5,74.0,0.6666666666666666,0.75,0.5,1,1,2444.02,1956.62,0,0,18,4,2,3,4,5,1,2,3,2,5,3,2,2,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Ingreso directo,Lima,Familiares,No,No,H,Sí,Soltero,Secundaria,Educación Superior,Servicios personales y domésticos,Obreros / trabajadores manuales,14.81,94.3,85.1,0.7142857142857143,0.875,0.625,1,2,1938.9,1746.8400000000001,0,0,23,1,2,1,4,2,3,4,1,3,5,5,5,3,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,H,Sí,Soltero,Educación Superior,Educación Superior,Agricultores / ganaderos / pescadores,Profesionales y técnicos,11.98,81.5,72.3,0.6666666666666666,1.0,0.6666666666666666,0,2,1980.87,1883.4199999999998,1,1,27,2,1,3,5,5,1,4,4,5,5,3,5,2,Desertó,1
Otros,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,M,Sí,Casado,Primaria,Técnica,Comerciantes / vendedores,Desempleado / sin ocupación,9.88,87.4,75.1,0.42857142857142855,1.0,0.42857142857142855,0,4,1162.05,309.26,0,0,25,3,2,4,1,3,2,1,2,1,5,5,5,2,Graduado,0
Otros,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Ingreso por traslado externo,Provincia,Residencia,No,No,H,No,Soltero,Educación Superior,Educación Superior,Desempleado / sin ocupación,Servicios personales y domésticos,11.68,77.9,71.7,0.6,0.8333333333333334,0.5,1,2,877.45,317.18000000000006,0,0,16,1,2,5,5,1,4,2,5,1,2,4,5,2,Graduado,0
Contado,Sí,No,Tiempo completo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Secundaria,Técnica,Ama de casa / labores del hogar,Desempleado / sin ocupación,13.21,99.0,67.9,0.7142857142857143,1.0,0.7142857142857143,0,2,260.56,-554.72,8,2,21,4,4,3,5,1,5,2,5,1,3,1,3,3,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,H,No,Soltero,Educación Superior,Primaria,Ama de casa / labores del hogar,Profesionales y técnicos,20.0,82.7,62.8,1.0,0.8571428571428571,0.8571428571428571,1,0,1864.41,1372.48,0,0,24,5,2,4,5,1,2,2,4,4,2,5,5,3,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso por convenio o beca especial,Lima,Residencia,No,No,M,Sí,Soltero,Educación Superior,Educación Superior,Obreros / trabajadores manuales,Empleados administrativos / de oficina,8.78,88.6,76.5,0.5,0.8,0.4,1,2,13.53,-1318.65,0,0,22,1,2,5,1,5,5,1,1,4,5,2,1,2,Graduado,0
Contado,No,No,Medio Tiempo,Teología,Segunda Opción,Ingreso directo,Provincia,Familiares,No,No,H,Sí,Soltero,Secundaria,Técnica,Profesionales y técnicos,Agricultores / ganaderos / pescadores,17.47,91.5,80.4,0.875,1.0,0.875,0,1,1657.4,1323.29,1,1,18,4,1,5,5,2,3,4,1,5,2,1,3,2,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Segunda Opción,Ingreso por reingreso,Lima,Familiares,No,Sí,H,No,Soltero,Secundaria,Técnica,Servicios personales y domésticos,Comerciantes / vendedores,6.02,84.6,75.1,0.2,1.0,0.2,0,4,1315.72,440.1,0,0,25,5,5,3,1,1,5,1,5,5,5,3,1,3,Desertó,1
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,Sí,Soltero,Educación Superior,Educación Superior,Desempleado / sin ocupación,Comerciantes / vendedores,10.14,86.5,81.0,0.6,1.0,0.6,0,2,59.43,-753.24,0,0,22,2,5,1,1,4,5,5,1,1,5,1,1,2,Graduado,0
Contado,No,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso directo,Provincia,Residencia,No,Sí,H,No,Soltero,Técnica,Educación Superior,Comerciantes / vendedores,Profesionales y técnicos,10.12,68.4,85.1,0.6,0.8333333333333334,0.5,1,2,411.56,-552.79,0,0,21,5,2,1,5,1,3,5,1,4,5,1,2,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Educación Superior,Educación Superior,Ama de casa / labores del hogar,Servicios personales y domésticos,12.86,94.0,92.7,0.6,0.8333333333333334,0.5,1,2,140.09,-770.0699999999999,0,0,16,1,1,1,3,3,2,3,1,1,5,1,2,3,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Empresariales,Segunda Opción,Ingreso directo,Lima,Familiares,No,No,H,No,Soltero,Secundaria,Primaria,Empleados administrativos / de oficina,Agricultores / ganaderos / pescadores,13.98,82.3,78.7,0.7142857142857143,0.875,0.625,1,2,1292.69,571.6800000000001,5,1,18,1,5,3,2,1,4,5,1,2,5,1,1,1,Desertó,1
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso directo,Lima,Familiares,No,No,H,Sí,Soltero,Secundaria,Técnica,Profesionales y técnicos,Servicios personales y domésticos,14.93,74.9,91.0,0.6666666666666666,1.0,0.6666666666666666,0,2,190.82,-391.98999999999995,0,0,18,5,1,2,2,2,4,5,4,2,4,2,5,4,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso directo,Lima,Alquila cuarto,No,No,H,No,Soltero,Secundaria,Educación Superior,Profesionales y técnicos,Comerciantes / vendedores,15.87,91.0,71.5,0.8,1.0,0.8,0,1,1689.23,736.65,0,0,18,3,1,3,5,1,1,2,5,4,1,5,3,1,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Lima,Residencia,No,No,M,Sí,Soltero,Secundaria,Primaria,Ama de casa / labores del hogar,Comerciantes / vendedores,16.44,89.3,91.6,0.75,0.8,0.6,1,1,273.07,-359.03000000000003,0,0,22,3,2,5,2,1,2,5,3,5,3,3,3,1,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Primaria,Secundaria,Servicios personales y domésticos,Servicios personales y domésticos,10.03,79.2,79.4,0.5714285714285714,1.0,0.5714285714285714,0,3,656.94,-12.8599999999999,5,1,22,3,5,3,3,1,3,4,3,2,5,1,3,1,Desertó,1
Armadas,No,No,Tiempo completo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Técnica,Educación Superior,Comerciantes / vendedores,Servicios personales y domésticos,13.28,85.0,77.4,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,697.78,-358.05999999999995,2,2,16,2,1,1,4,3,1,4,1,5,2,5,1,4,Desertó,1
Armadas,No,No,Medio Tiempo,Ciencias de la Salud,Segunda Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Primaria,Primaria,Ama de casa / labores del hogar,Comerciantes / vendedores,8.12,86.2,77.1,0.3333333333333333,0.75,0.25,1,2,410.72,122.53000000000003,1,1,16,1,1,1,3,1,1,3,5,2,4,1,2,4,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,No,Casado,Educación Superior,Sin estudios,Otros / no especificado,Profesionales y técnicos,14.11,72.7,84.6,0.75,0.8,0.6,1,1,269.41,-175.10999999999996,0,0,21,5,1,3,3,2,1,3,3,1,1,4,3,1,Graduado,0
Contado,Sí,No,Tiempo completo,Ciencias Empresariales,Primera Opción,Ingreso directo,Provincia,Alquila cuarto,No,No,H,Sí,Soltero,Secundaria,Educación Superior,Otros / no especificado,Agricultores / ganaderos / pescadores,19.02,84.5,66.3,1.0,1.0,1.0,0,0,131.53,-444.9200000000001,10,2,24,3,5,2,3,5,2,1,1,3,3,2,5,4,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Primaria,Educación Superior,Obreros / trabajadores manuales,Servicios personales y domésticos,12.8,69.0,74.1,0.7142857142857143,0.875,0.625,1,2,1539.56,1228.37,0,0,16,1,3,5,4,5,5,2,3,3,4,1,4,2,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Educación Superior,Educación Superior,Empleados administrativos / de oficina,Empleados administrativos / de oficina,11.38,88.5,63.0,0.5714285714285714,0.875,0.5,1,3,968.19,212.1400000000001,0,0,22,5,5,2,5,2,3,5,1,4,5,1,4,5,Desertó,1
Armadas,Sí,No,Tiempo completo,Ciencias Empresariales,Primera Opción,Ingreso por convenio o beca especial,Lima,Familiares,No,No,M,No,Soltero,Secundaria,Técnica,Profesionales y técnicos,Comerciantes / vendedores,12.95,85.8,90.8,0.5714285714285714,1.0,0.5714285714285714,0,3,419.2,10.920000000000016,2,2,22,2,1,3,1,2,5,5,1,1,4,2,5,2,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,No,Soltero,Secundaria,Secundaria,Servicios personales y domésticos,Servicios personales y domésticos,13.66,100.0,100.0,0.7142857142857143,1.0,0.7142857142857143,0,2,655.65,-287.6,5,1,17,1,5,4,5,5,1,3,2,2,5,5,1,5,Graduado,0
Otros,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso por traslado interno,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Educación Superior,Secundaria,Empleados administrativos / de oficina,Comerciantes / vendedores,12.98,82.4,76.5,0.6666666666666666,1.0,0.6666666666666666,0,2,739.56,448.6499999999999,0,0,25,3,1,3,4,4,1,4,2,5,3,4,1,4,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso por reingreso,Lima,Familiares,No,No,M,Sí,Soltero,Primaria,Técnica,Servicios personales y domésticos,Servicios personales y domésticos,12.65,77.9,84.8,0.5714285714285714,0.875,0.5,1,3,2383.42,2158.05,0,0,27,1,1,5,5,3,3,1,3,1,4,1,5,1,Graduado,0
Contado,Sí,No,Tiempo completo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,Sí,Soltero,Secundaria,Secundaria,Militares / policías / fuerzas del orden,Comerciantes / vendedores,9.3,81.6,67.4,0.4,0.8333333333333334,0.3333333333333333,1,3,238.26,-499.65999999999997,6,2,25,1,3,5,4,2,5,1,3,1,5,5,5,1,Desertó,1
Otros,Sí,No,Medio Tiempo,Ciencias Empresariales,Segunda Opción,Ingreso directo,Provincia,Residencia,No,No,M,Sí,Soltero,Secundaria,Educación Superior,Ama de casa / labores del hogar,Comerciantes / vendedores,15.2,88.2,79.1,0.75,1.0,0.75,0,1,834.82,405.2900000000001,3,1,16,3,3,5,3,4,2,1,5,3,1,1,2,1,Graduado,0
Contado,No,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,Sí,M,No,Soltero,Educación Superior,Educación Superior,Empleados administrativos / de oficina,Otros / no especificado,8.25,100.0,62.8,0.5,0.8,0.4,1,2,629.17,-116.13,0,0,20,3,1,1,5,3,3,1,4,2,5,5,2,4,Desertó,1
